Landmark_Name,Type,Abbreviation,Latitude,Longitude
Happy 59 Train Station,Train Station,TS,22.252407,113.573775
Egg 68 Shopping Mall,Shopping Mall,SM,22.316296,113.552695
Dog 56 Recreation Park,Recreation Park,RP,22.11324,113.714487
Fruit 62 Train Station,Train Station,TS,22.345732,113.880634
Grape 48 Recreation Park,Recreation Park,RP,22.266237,114.209731
Banana 40 Bus Station,Bus Station,BS,22.300357,114.222976
Happy 60 Bus Station,Bus Station,BS,22.093777,113.596995
Egg 69 Train Station,Train Station,TS,22.114822,114.120599
Banana 41 Recreation Park,Recreation Park,RP,22.278984,113.911502
Fruit 63 Residential Building,Residential Building,RB,22.13824,113.940448
Apple 57 Shopping Mall,Shopping Mall,SM,22.154811,114.248223
Fruit 64 Residential Building,Residential Building,RB,22.253234,113.658954
Grape 49 Train Station,Train Station,TS,22.297119,114.126506
Apple 58 Recreation Park,Recreation Park,RP,22.285931,114.01311
Banana 42 Train Station,Train Station,TS,22.271386,114.026463
Egg 70 Residential Building,Residential Building,RB,22.180303,113.741771
Apple 59 Train Station,Train Station,TS,22.228109,113.76769
Grape 50 Shopping Mall,Shopping Mall,SM,22.252618,113.738247
Cat 54 Recreation Park,Recreation Park,RP,22.33068,113.941123
Cat 55 Residential Building,Residential Building,RB,22.104361,113.572934
Egg 71 Recreation Park,Recreation Park,RP,22.168072,114.143081
Banana 43 Bus Station,Bus Station,BS,22.277283,113.774219
Happy 61 Residential Building,Residential Building,RB,22.324927,113.492253
Grape 51 Bus Station,Bus Station,BS,22.123868,114.169091
Apple 60 Recreation Park,Recreation Park,RP,22.080696,113.524557
Cat 56 Shopping Mall,Shopping Mall,SM,22.103436,114.185916
Happy 62 Bus Station,Bus Station,BS,22.178217,113.538023
Dog 57 Residential Building,Residential Building,RB,22.300663,114.284413
Dog 58 Residential Building,Residential Building,RB,22.114674,113.620884
Apple 61 Shopping Mall,Shopping Mall,SM,22.118377,114.180484
Dog 59 Recreation Park,Recreation Park,RP,22.278359,114.118013
Happy 63 Train Station,Train Station,TS,22.310956,113.658741
Egg 72 Bus Station,Bus Station,BS,22.232912,114.293096
Happy 64 Bus Station,Bus Station,BS,22.157604,114.301571
Apple 62 Shopping Mall,Shopping Mall,SM,22.096196,114.223634
Fruit 65 Recreation Park,Recreation Park,RP,22.200597,113.860775
Grape 52 Residential Building,Residential Building,RB,22.346798,114.098712
Cat 57 Recreation Park,Recreation Park,RP,22.168902,114.042026
Fruit 66 Train Station,Train Station,TS,22.195798,114.13492
Apple 63 Bus Station,Bus Station,BS,22.155497,113.585306
Happy 65 Residential Building,Residential Building,RB,22.122868,113.491707
Fruit 67 Residential Building,Residential Building,RB,22.325012,113.573844
Cat 58 Train Station,Train Station,TS,22.18876,113.909703
Happy 66 Shopping Mall,Shopping Mall,SM,22.126566,113.754107
Happy 67 Residential Building,Residential Building,RB,22.216613,113.545777
Fruit 68 Train Station,Train Station,TS,22.302603,114.030999
Happy 68 Recreation Park,Recreation Park,RP,22.273738,113.652651
Egg 73 Residential Building,Residential Building,RB,22.094504,114.249716
Dog 60 Residential Building,Residential Building,RB,22.199981,113.788394
Grape 53 Bus Station,Bus Station,BS,22.161752,113.890628
Happy 69 Recreation Park,Recreation Park,RP,22.271143,113.831555
Egg 74 Bus Station,Bus Station,BS,22.131039,113.75735
Fruit 69 Bus Station,Bus Station,BS,22.142287,114.081161
Dog 61 Residential Building,Residential Building,RB,22.154209,113.821603
Apple 64 Train Station,Train Station,TS,22.248749,113.863054
Happy 70 Bus Station,Bus Station,BS,22.296095,113.644315
Happy 71 Residential Building,Residential Building,RB,22.245573,113.977813
Banana 44 Shopping Mall,Shopping Mall,SM,22.08116,113.59423
Dog 62 Shopping Mall,Shopping Mall,SM,22.146014,113.858932
Grape 54 Train Station,Train Station,TS,22.223024,114.140588
Happy 72 Shopping Mall,Shopping Mall,SM,22.082948,114.245894
Dog 63 Residential Building,Residential Building,RB,22.213165,113.673746
Cat 59 Recreation Park,Recreation Park,RP,22.215573,113.654311
Happy 73 Recreation Park,Recreation Park,RP,22.194954,113.764912
